[Name]
User Points

[Data]
"Time [s]","Monitor Point: Fxx [N]","Monitor Point: Fyy [N]"
4.06429148e+00,6.86247070e+03,2.14167188e+03
4.06826878e+00,6.85068848e+03,1.94756445e+03
4.07224607e+00,6.83872705e+03,1.74598828e+03
4.07622337e+00,6.82668652e+03,1.53743555e+03
4.08020067e+00,6.81480078e+03,1.32270508e+03
4.08417797e+00,6.80377246e+03,1.10233984e+03
4.08815527e+00,6.79397168e+03,8.76914063e+02
4.09213209e+00,6.78521680e+03,6.47287109e+02
4.09610939e+00,6.77739746e+03,4.14289063e+02
4.10008669e+00,6.77097070e+03,1.79439453e+02
4.10406446e+00,6.76616895e+03,-5.60625000e+01
4.10804176e+00,6.76289746e+03,-2.91292969e+02
4.11201954e+00,6.76100537e+03,-5.25572266e+02
4.11599731e+00,6.76062500e+03,-7.58041016e+02
4.11997557e+00,6.76187305e+03,-9.88199219e+02
4.12395334e+00,6.76482715e+03,-1.21509961e+03
4.12793159e+00,6.76960742e+03,-1.43738086e+03
4.13190985e+00,6.77603516e+03,-1.65342188e+03
4.13588810e+00,6.78399219e+03,-1.86225781e+03
4.13986635e+00,6.79316797e+03,-2.06332813e+03
4.14384508e+00,6.80350586e+03,-2.25597266e+03
4.14782381e+00,6.81472949e+03,-2.43974219e+03
4.15180254e+00,6.82642188e+03,-2.61382031e+03
4.15578079e+00,6.83821143e+03,-2.77730273e+03
4.15975952e+00,6.84995117e+03,-2.92929492e+03
4.16373825e+00,6.86178223e+03,-3.06936328e+03
4.16771650e+00,6.87383203e+03,-3.19693359e+03
4.17169523e+00,6.88611426e+03,-3.31150195e+03
4.17567396e+00,6.89817920e+03,-3.41249805e+03
4.17965269e+00,6.90937402e+03,-3.49942188e+03
4.18363094e+00,6.91896777e+03,-3.57187695e+03
4.18760967e+00,6.92695508e+03,-3.62991211e+03
4.19158840e+00,6.93377637e+03,-3.67325000e+03
4.19556713e+00,6.93980225e+03,-3.70154102e+03
4.19954538e+00,6.94496973e+03,-3.71480469e+03
4.20352316e+00,6.94857471e+03,-3.71319336e+03
4.20750141e+00,6.95044922e+03,-3.69678320e+03
4.21147966e+00,6.95071680e+03,-3.66539844e+03
4.21545744e+00,6.94952246e+03,-3.61911914e+03
4.21943521e+00,6.94680957e+03,-3.55816406e+03
4.22341299e+00,6.94267578e+03,-3.48285742e+03
4.22739077e+00,6.93729053e+03,-3.39343750e+03
4.23136854e+00,6.93040918e+03,-3.29042578e+03
4.23534584e+00,6.92201855e+03,-3.17451563e+03
4.23932314e+00,6.91255078e+03,-3.04611328e+03
4.24330044e+00,6.90235352e+03,-2.90533008e+03
4.24727774e+00,6.89165820e+03,-2.75238477e+03
4.25125551e+00,6.88053613e+03,-2.58754883e+03
4.25523281e+00,6.86919629e+03,-2.41190430e+03
4.25921011e+00,6.85740430e+03,-2.22691797e+03
4.26318741e+00,6.84542090e+03,-2.03341406e+03
4.26716471e+00,6.83356445e+03,-1.83195898e+03
4.27114201e+00,6.82196533e+03,-1.62318164e+03
4.27511978e+00,6.81079102e+03,-1.40774805e+03
4.27909708e+00,6.80058398e+03,-1.18640039e+03
4.28307438e+00,6.79152734e+03,-9.60017578e+02
4.28705168e+00,6.78362109e+03,-7.29654297e+02
4.29102898e+00,6.77664404e+03,-4.96326172e+02
4.29500675e+00,6.77054590e+03,-2.61492188e+02
4.29898453e+00,6.76574707e+03,-2.62148438e+01
4.30296278e+00,6.76255176e+03,2.08773438e+02
4.30694103e+00,6.76117871e+03,4.42691406e+02
4.31091928e+00,6.76156641e+03,6.74650391e+02
4.31489754e+00,6.76348438e+03,9.03957031e+02
4.31887627e+00,6.76700488e+03,1.12987695e+03
4.32285500e+00,6.77205176e+03,1.35089648e+03
4.32683372e+00,6.77842773e+03,1.56580469e+03
4.33081293e+00,6.78590918e+03,1.77375000e+03
4.33479166e+00,6.79466504e+03,1.97437500e+03
4.33877087e+00,6.80499707e+03,2.16702344e+03
4.34275007e+00,6.81675293e+03,2.35094531e+03
4.34672928e+00,6.82923730e+03,2.52510352e+03
4.35070896e+00,6.84164551e+03,2.68815820e+03
4.35468817e+00,6.85306982e+03,2.83947266e+03
4.35866737e+00,6.86390332e+03,2.97844922e+03
4.36264706e+00,6.87503320e+03,3.10488867e+03
4.36662626e+00,6.88678711e+03,3.21875391e+03
4.37060595e+00,6.89875781e+03,3.31919922e+03
4.37458515e+00,6.90995947e+03,3.40542188e+03
4.37856483e+00,6.91987891e+03,3.47643359e+03
4.38254404e+00,6.92870801e+03,3.53238672e+03
4.38652325e+00,6.93661621e+03,3.57347266e+03
4.39050293e+00,6.94361719e+03,3.59979102e+03
4.39448166e+00,6.94902246e+03,3.61141211e+03
4.39846087e+00,6.95239063e+03,3.60855273e+03
4.40243959e+00,6.95369043e+03,3.59138281e+03
4.40641880e+00,6.95317090e+03,3.55949023e+03
4.41039705e+00,6.95116455e+03,3.51256641e+03
4.41437531e+00,6.94785840e+03,3.45041211e+03
4.41835403e+00,6.94328613e+03,3.37330859e+03
4.42233181e+00,6.93743359e+03,3.28208789e+03
4.42631006e+00,6.93052930e+03,3.17774219e+03
4.43028784e+00,6.92258154e+03,3.06059180e+03
4.43426609e+00,6.91352588e+03,2.93096484e+03
4.43824339e+00,6.90319580e+03,2.78900000e+03
4.44222116e+00,6.89188525e+03,2.63488086e+03
4.44619846e+00,6.88018359e+03,2.46921680e+03
4.45017624e+00,6.86864111e+03,2.29274414e+03
4.45415401e+00,6.85710303e+03,2.10661328e+03
4.45813131e+00,6.84536133e+03,1.91214648e+03
4.46210909e+00,6.83344971e+03,1.71027930e+03
4.46608639e+00,6.82147461e+03,1.50150195e+03
4.47006416e+00,6.80974121e+03,1.28675391e+03
4.47404194e+00,6.79897705e+03,1.06647461e+03
4.47801924e+00,6.78939941e+03,8.41181641e+02
4.48199701e+00,6.78085254e+03,6.11832031e+02
4.48597431e+00,6.77324414e+03,3.79310547e+02
4.48995209e+00,6.76708545e+03,1.45125000e+02
4.49392986e+00,6.76256348e+03,-8.95488281e+01
4.49790812e+00,6.75952441e+03,-3.23888672e+02
4.50188589e+00,6.75786523e+03,-5.57171875e+02
4.50586414e+00,6.75770068e+03,-7.88634766e+02
4.50984240e+00,6.75916113e+03,-1.01760352e+03
4.51382065e+00,6.76235156e+03,-1.24316406e+03
4.51779938e+00,6.76733398e+03,-1.46384375e+03
4.52177811e+00,6.77401563e+03,-1.67823242e+03
4.52575684e+00,6.78216992e+03,-1.88531641e+03
4.52973509e+00,6.79147559e+03,-2.08458789e+03
4.53371429e+00,6.80190820e+03,-2.27542969e+03
4.53769302e+00,6.81316260e+03,-2.45726758e+03
4.54167223e+00,6.82482813e+03,-2.62937695e+03
4.54565096e+00,6.83649707e+03,-2.79074805e+03
4.54962969e+00,6.84816895e+03,-2.94057227e+03
4.55360889e+00,6.85997949e+03,-3.07849219e+03
4.55758762e+00,6.87205762e+03,-3.20387695e+03
4.56156683e+00,6.88429053e+03,-3.31616211e+03
4.56554556e+00,6.89624658e+03,-3.41487109e+03
4.56952429e+00,6.90719629e+03,-3.49952344e+03
4.57350349e+00,6.91652002e+03,-3.56976953e+03
4.57748222e+00,6.92429932e+03,-3.62550977e+03
4.58146143e+00,6.93095947e+03,-3.66662695e+03
4.58544016e+00,6.93688477e+03,-3.69271289e+03
4.58941889e+00,6.94188086e+03,-3.70382227e+03
4.59339714e+00,6.94522168e+03,-3.70016602e+03
4.59737587e+00,6.94687207e+03,-3.68166992e+03
4.60135412e+00,6.94691113e+03,-3.64829492e+03
4.60533237e+00,6.94552441e+03,-3.60006641e+03
4.60931015e+00,6.94264014e+03,-3.53725195e+03
4.61328840e+00,6.93835840e+03,-3.46012500e+03
4.61726665e+00,6.93286328e+03,-3.36898633e+03
4.62124395e+00,6.92575781e+03,-3.26439844e+03
4.62522173e+00,6.91723438e+03,-3.14701172e+03
4.62919950e+00,6.90769629e+03,-3.01721484e+03
4.63317728e+00,6.89750098e+03,-2.87506641e+03
4.63715506e+00,6.88682129e+03,-2.72079492e+03
4.64113235e+00,6.87570166e+03,-2.55487305e+03
4.64511013e+00,6.86434766e+03,-2.37833789e+03
4.64908791e+00,6.85262988e+03,-2.19261328e+03
4.65306568e+00,6.84074707e+03,-1.99851953e+03
4.65704346e+00,6.82899561e+03,-1.79651367e+03
4.66102076e+00,6.81748486e+03,-1.58730664e+03
4.66499853e+00,6.80648828e+03,-1.37163672e+03
4.66897631e+00,6.79645557e+03,-1.15010938e+03
4.67295408e+00,6.78764453e+03,-9.23728516e+02
4.67693186e+00,6.77993799e+03,-6.93488281e+02
4.68090916e+00,6.77311426e+03,-4.60539063e+02
4.68488741e+00,6.76723633e+03,-2.26238281e+02
4.68886566e+00,6.76271484e+03,8.37500000e+00
4.69284391e+00,6.75983105e+03,2.42562500e+02
4.69682217e+00,6.75872168e+03,4.75605469e+02
4.70080090e+00,6.75931152e+03,7.06625000e+02
4.70477962e+00,6.76144971e+03,9.34859375e+02
4.70875835e+00,6.76518555e+03,1.15955664e+03
4.71273708e+00,6.77038379e+03,1.37919727e+03
4.71671629e+00,6.77691455e+03,1.59251953e+03
4.72069550e+00,6.78455762e+03,1.79879688e+03
4.72467470e+00,6.79353125e+03,1.99776953e+03
4.72865438e+00,6.80407959e+03,2.18868359e+03
4.73263359e+00,6.81598535e+03,2.37083984e+03
4.73661327e+00,6.82843701e+03,2.54292969e+03
4.74059248e+00,6.84064160e+03,2.70389258e+03
4.74457216e+00,6.85189404e+03,2.85301953e+03
4.74855185e+00,6.86268213e+03,2.98984570e+03
4.75253201e+00,6.87386426e+03,3.11414063e+03
4.75651169e+00,6.88565527e+03,3.22578320e+03
4.76049137e+00,6.89754932e+03,3.32398047e+03
4.76447105e+00,6.90856348e+03,3.40774219e+03
4.76845074e+00,6.91826367e+03,3.47636719e+03
4.77243042e+00,6.92694336e+03,3.53002930e+03
4.77641010e+00,6.93469629e+03,3.56883203e+03
4.78038931e+00,6.94148438e+03,3.59293750e+03
4.78436899e+00,6.94657129e+03,3.60235352e+03
4.78834820e+00,6.94956250e+03,3.59742578e+03
4.79232740e+00,6.95059814e+03,3.57812500e+03
4.79630613e+00,6.94990625e+03,3.54415039e+03
4.80028486e+00,6.94774902e+03,3.49507617e+03
4.80426359e+00,6.94430664e+03,3.43082813e+03
4.80824184e+00,6.93956152e+03,3.35180078e+03
4.81222057e+00,6.93356641e+03,3.25886523e+03
4.81619883e+00,6.92654395e+03,3.15282813e+03
4.82017708e+00,6.91849268e+03,3.03410938e+03
4.82415485e+00,6.90927832e+03,2.90297656e+03
4.82813311e+00,6.89881689e+03,2.75956836e+03
4.83211088e+00,6.88749609e+03,2.60403711e+03
4.83608866e+00,6.87587402e+03,2.43709180e+03
4.84006691e+00,6.86442480e+03,2.25949609e+03
4.84404469e+00,6.85292090e+03,2.07247656e+03
4.84802246e+00,6.84120215e+03,1.87733789e+03
4.85200024e+00,6.82934766e+03,1.67481641e+03
4.85597849e+00,6.81742822e+03,1.46561133e+03
4.85995626e+00,6.80585107e+03,1.25050977e+03
4.86393404e+00,6.79529492e+03,1.02997656e+03
4.86791229e+00,6.78591895e+03,8.04548828e+02
4.87189007e+00,6.77753906e+03,5.75146484e+02
4.87586784e+00,6.77016895e+03,3.42789063e+02
4.87984562e+00,6.76427588e+03,1.08986328e+02
4.88382387e+00,6.76003516e+03,-1.25203133e+02
4.88780212e+00,6.75718457e+03,-3.58916016e+02
4.89178038e+00,6.75578320e+03,-5.91462891e+02
4.89575863e+00,6.75582373e+03,-8.21962891e+02
4.89973736e+00,6.75750488e+03,-1.04996680e+03
4.90371561e+00,6.76096875e+03,-1.27441211e+03
4.90769434e+00,6.76619385e+03,-1.49375977e+03
4.91167355e+00,6.77315723e+03,-1.70664258e+03
4.91565228e+00,6.78150195e+03,-1.91212305e+03
4.91963148e+00,6.79096289e+03,-2.10978516e+03
4.92361021e+00,6.80151563e+03,-2.29893359e+03
4.92758894e+00,6.81279883e+03,-2.47899414e+03
4.93156815e+00,6.82441895e+03,-2.64911523e+03
4.93554688e+00,6.83601416e+03,-2.80841211e+03
4.93952608e+00,6.84767480e+03,-2.95612305e+03
4.94350481e+00,6.85949707e+03,-3.09186133e+03
4.94748402e+00,6.87160547e+03,-3.21506641e+03
4.95146275e+00,6.88380078e+03,-3.32514453e+03
4.95544195e+00,6.89564404e+03,-3.42163867e+03
4.95942068e+00,6.90632715e+03,-3.50395117e+03
4.96339989e+00,6.91535742e+03,-3.57186914e+03
4.96737862e+00,6.92294922e+03,-3.62534180e+03
4.97135735e+00,6.92945166e+03,-3.66406250e+03
4.97533655e+00,6.93526172e+03,-3.68781055e+03
4.97931528e+00,6.94005566e+03,-3.69668555e+03
4.98329449e+00,6.94313477e+03,-3.69082422e+03
4.98727274e+00,6.94453711e+03,-3.67016602e+03
4.99125147e+00,6.94435645e+03,-3.63455859e+03
4.99522972e+00,6.94277930e+03,-3.58422070e+03
4.99920845e+00,6.93968066e+03,-3.51936328e+03
5.00318623e+00,6.93522949e+03,-3.44027930e+03
5.00716448e+00,6.92953516e+03,-3.34723438e+03
5.01114273e+00,6.92221875e+03,-3.24085547e+03
5.01512051e+00,6.91358789e+03,-3.12180469e+03
5.01909876e+00,6.90394238e+03,-2.99035156e+03
5.02307653e+00,6.89370996e+03,-2.84659180e+03
5.02705431e+00,6.88298438e+03,-2.69080469e+03
5.03103209e+00,6.87188135e+03,-2.52345703e+03
5.03500986e+00,6.86056641e+03,-2.34581445e+03
5.03898716e+00,6.84885645e+03,-2.15917969e+03
5.04296494e+00,6.83704297e+03,-1.96424023e+03
5.04694271e+00,6.82536328e+03,-1.76151563e+03
5.05092001e+00,6.81393945e+03,-1.55166406e+03
5.05489779e+00,6.80311621e+03,-1.33546680e+03
5.05887556e+00,6.79324561e+03,-1.11355859e+03
5.06285334e+00,6.78465137e+03,-8.86949219e+02
5.06683111e+00,6.77712109e+03,-6.56658203e+02
5.07080889e+00,6.77043896e+03,-4.23810547e+02
5.07478714e+00,6.76478516e+03,-1.89873047e+02
5.07876539e+00,6.76055469e+03,4.43378906e+01
5.08274412e+00,6.75796875e+03,2.77982422e+02
5.08672285e+00,6.75712598e+03,5.10312500e+02
5.09070158e+00,6.75789990e+03,7.40496094e+02
5.09468031e+00,6.76030273e+03,9.67882813e+02
5.09865952e+00,6.76426563e+03,1.19147266e+03
5.10263824e+00,6.76966797e+03,1.40982422e+03
5.10661793e+00,6.77635352e+03,1.62179102e+03
5.11059713e+00,6.78420215e+03,1.82666016e+03
5.11457682e+00,6.79341455e+03,2.02413867e+03
5.11855650e+00,6.80416504e+03,2.21338672e+03
5.12253618e+00,6.81617529e+03,2.39376172e+03
5.12651587e+00,6.82859375e+03,2.56391797e+03
5.13049555e+00,6.84058496e+03,2.72284180e+03
5.13447523e+00,6.85169238e+03,2.86973242e+03
5.13845491e+00,6.86248877e+03,3.00446094e+03
5.14243460e+00,6.87375586e+03,3.12668164e+03
5.14641428e+00,6.88560645e+03,3.23615039e+03
5.15039396e+00,6.89739844e+03,3.33204102e+03
5.15437365e+00,6.90820654e+03,3.41341992e+03
5.15835333e+00,6.91771973e+03,3.47960156e+03
5.16233301e+00,6.92623486e+03,3.53086719e+03
5.16631269e+00,6.93383789e+03,3.56733203e+03
5.17029238e+00,6.94037207e+03,3.58913867e+03
5.17427254e+00,6.94512646e+03,3.59635547e+03
5.17825174e+00,6.94778223e+03,3.58924219e+03
5.18223095e+00,6.94856982e+03,3.56778320e+03
5.18621016e+00,6.94766309e+03,3.53157227e+03
5.19018888e+00,6.94533838e+03,3.48023633e+03
5.19416761e+00,6.94169629e+03,3.41376563e+03
5.19814634e+00,6.93674902e+03,3.33266016e+03
5.20212460e+00,6.93063672e+03,3.23784961e+03
5.20610332e+00,6.92349072e+03,3.13000000e+03
5.21008158e+00,6.91530566e+03,3.00952930e+03
5.21405983e+00,6.90593848e+03,2.87666992e+03
5.21803808e+00,6.89532178e+03,2.73156055e+03
5.22201586e+00,6.88397168e+03,2.57454688e+03
5.22599411e+00,6.87240088e+03,2.40611719e+03
5.22997189e+00,6.86101611e+03,2.22725195e+03
5.23395014e+00,6.84952441e+03,2.03923828e+03
5.23792791e+00,6.83782910e+03,1.84321094e+03
5.24190617e+00,6.82599609e+03,1.63997266e+03
5.24588394e+00,6.81408691e+03,1.43015430e+03
5.24986172e+00,6.80265137e+03,1.21448438e+03
5.25383997e+00,6.79231152e+03,9.93482422e+02
5.25781775e+00,6.78312842e+03,7.67708984e+02
5.26179600e+00,6.77490430e+03,5.38048828e+02
5.26577377e+00,6.76779834e+03,3.05746094e+02
5.26975203e+00,6.76218848e+03,7.21816406e+01
5.27373028e+00,6.75818750e+03,-1.61589844e+02
5.27770853e+00,6.75554297e+03,-3.94841797e+02
5.28168678e+00,6.75436426e+03,-6.26751953e+02
5.28566551e+00,6.75466406e+03,-8.56669922e+02
5.28964424e+00,6.75662256e+03,-1.08394531e+03
5.29362297e+00,6.76038281e+03,-1.30731250e+03
5.29760218e+00,6.76586523e+03,-1.52535547e+03
5.30158091e+00,6.77303223e+03,-1.73679688e+03
5.30556011e+00,6.78155078e+03,-1.94085352e+03
5.30953884e+00,6.79117676e+03,-2.13692773e+03
5.31351805e+00,6.80184668e+03,-2.32446094e+03
5.31749725e+00,6.81317285e+03,-2.50280273e+03
5.32147694e+00,6.82474902e+03,-2.67108789e+03
5.32545614e+00,6.83632129e+03,-2.82842578e+03
5.32943535e+00,6.84799023e+03,-2.97412305e+03
5.33341455e+00,6.85983350e+03,-3.10774023e+03
5.33739424e+00,6.87199658e+03,-3.22879688e+03
5.34137344e+00,6.88414746e+03,-3.33667383e+03
5.34535265e+00,6.89584424e+03,-3.43083203e+03
5.34933186e+00,6.90628174e+03,-3.51083984e+03
5.35331154e+00,6.91502246e+03,-3.57646680e+03
5.35729074e+00,6.92240723e+03,-3.62758203e+03
5.36126995e+00,6.92878027e+03,-3.66392773e+03
5.36524916e+00,6.93449219e+03,-3.68533984e+03
5.36922789e+00,6.93902197e+03,-3.69187109e+03
5.37320662e+00,6.94186328e+03,-3.68374805e+03
5.37718582e+00,6.94300195e+03,-3.66074414e+03
5.38116455e+00,6.94256885e+03,-3.62288086e+03
5.38514280e+00,6.94076172e+03,-3.57026563e+03
5.38912153e+00,6.93747363e+03,-3.50324023e+03
5.39309978e+00,6.93287207e+03,-3.42206641e+03
5.39707804e+00,6.92695898e+03,-3.32704102e+03
5.40105629e+00,6.91942285e+03,-3.21877734e+03
5.40503407e+00,6.91062939e+03,-3.09790820e+03
5.40901232e+00,6.90091846e+03,-2.96468164e+03
5.41299009e+00,6.89062207e+03,-2.81920898e+03
5.41696835e+00,6.87986475e+03,-2.66175781e+03
5.42094612e+00,6.86877832e+03,-2.49290039e+03
5.42492437e+00,6.85742139e+03,-2.31397656e+03
5.42890215e+00,6.84571680e+03,-2.12626367e+03
5.43288040e+00,6.83394727e+03,-1.93027734e+03
5.43685818e+00,6.82233398e+03,-1.72659766e+03
5.44083643e+00,6.81099121e+03,-1.51595313e+03
5.44481421e+00,6.80031934e+03,-1.29904883e+03
5.44879246e+00,6.79064258e+03,-1.07655078e+03
5.45277023e+00,6.78222754e+03,-8.49572266e+02
5.45674849e+00,6.77487988e+03,-6.19042969e+02
5.46072674e+00,6.76836523e+03,-3.86289063e+02
5.46470499e+00,6.76295459e+03,-1.52529297e+02
5.46868324e+00,6.75898975e+03,8.13261719e+01
5.47266197e+00,6.75668359e+03,3.14587891e+02
5.47664070e+00,6.75611768e+03,5.46355469e+02
5.48061991e+00,6.75708789e+03,7.75894531e+02
5.48459864e+00,6.75974316e+03,1.00252728e+03
5.48857832e+00,6.76396045e+03,1.22513086e+03
5.49255753e+00,6.76959277e+03,1.44223633e+03
5.49653673e+00,6.77647754e+03,1.65289453e+03
5.50051641e+00,6.78452246e+03,1.85640234e+03
5.50449610e+00,6.79393262e+03,2.05240039e+03
5.50847578e+00,6.80491455e+03,2.24007617e+03
5.51245546e+00,6.81702490e+03,2.41870898e+03
5.51643562e+00,6.82943164e+03,2.58691211e+03
5.52041531e+00,6.84118945e+03,2.74380078e+03
5.52439547e+00,6.85212012e+03,2.88865625e+03
5.52837563e+00,6.86294678e+03,3.02125195e+03
5.53235531e+00,6.87432422e+03,3.14138281e+03
5.53633547e+00,6.88627148e+03,3.24869336e+03
5.54031515e+00,6.89795117e+03,3.34220313e+03
5.54429531e+00,6.90852246e+03,3.42103516e+03
5.54827547e+00,6.91781543e+03,3.48475391e+03
5.55225515e+00,6.92618848e+03,3.53362891e+03
5.55623531e+00,6.93364063e+03,3.56771289e+03
5.56021500e+00,6.93993311e+03,3.58720703e+03
5.56419420e+00,6.94439600e+03,3.59215430e+03
5.56817389e+00,6.94674219e+03,3.58277734e+03
5.57215357e+00,6.94721973e+03,3.55898438e+03
5.57613230e+00,6.94604834e+03,3.52041797e+03
5.58011150e+00,6.94351660e+03,3.46673828e+03
5.58409071e+00,6.93968799e+03,3.39796094e+03
5.58806944e+00,6.93454395e+03,3.31466602e+03
5.59204769e+00,6.92829883e+03,3.21792578e+03
5.59602642e+00,6.92099316e+03,3.10814258e+03
5.60000515e+00,6.91265234e+03,2.98579492e+03
5.60398340e+00,6.90310791e+03,2.85107617e+03
5.60796165e+00,6.89237012e+03,2.70417188e+03
5.61193991e+00,6.88098535e+03,2.54543945e+03
5.61591768e+00,6.86950830e+03,2.37540039e+03
5.61989594e+00,6.85815723e+03,2.19516211e+03
5.62387419e+00,6.84667383e+03,2.00598633e+03
5.62785244e+00,6.83496875e+03,1.80903320e+03
5.63183069e+00,6.82310254e+03,1.60490234e+03
5.63580894e+00,6.81120898e+03,1.39429688e+03
5.63978720e+00,6.79993262e+03,1.17791992e+03
5.64376497e+00,6.78980371e+03,9.56291016e+02
5.64774323e+00,6.78081738e+03,7.30060547e+02
5.65172148e+00,6.77276074e+03,5.00123047e+02
5.65569973e+00,6.76587695e+03,2.67744141e+02
5.65967798e+00,6.76056836e+03,3.42851563e+01
5.66365623e+00,6.75682324e+03,-1.99208984e+02
5.66763496e+00,6.75442676e+03,-4.32083984e+02
5.67161322e+00,6.75349902e+03,-6.63488281e+02
5.67559195e+00,6.75405078e+03,-8.92810547e+02
5.67957115e+00,6.75626367e+03,-1.11932031e+03
5.68354988e+00,6.76031152e+03,-1.34172852e+03
5.68752909e+00,6.76603516e+03,-1.55856445e+03
5.69150829e+00,6.77343066e+03,-1.76867773e+03
5.69548702e+00,6.78211816e+03,-1.97130078e+03
5.69946623e+00,6.79195361e+03,-2.16588867e+03
5.70344543e+00,6.80277051e+03,-2.35181641e+03
5.70742512e+00,6.81413867e+03,-2.52847266e+03
5.71140432e+00,6.82570996e+03,-2.69485352e+03
5.71538401e+00,6.83724170e+03,-2.85022266e+03
5.71936321e+00,6.84887891e+03,-2.99386719e+03
5.72334290e+00,6.86075293e+03,-3.12534961e+03
5.72732210e+00,6.87292139e+03,-3.24425586e+03
5.73130178e+00,6.88504004e+03,-3.34985156e+03
5.73528099e+00,6.89661914e+03,-3.44169922e+03
5.73926067e+00,6.90679492e+03,-3.51933008e+03
5.74323988e+00,6.91527539e+03,-3.58257813e+03
5.74721956e+00,6.92246240e+03,-3.63137500e+03
5.75119877e+00,6.92872168e+03,-3.66531445e+03
5.75517797e+00,6.93431055e+03,-3.68423242e+03
5.75915670e+00,6.93857031e+03,-3.68835352e+03
5.76313591e+00,6.94108789e+03,-3.67780469e+03
5.76711464e+00,6.94195166e+03,-3.65241211e+03
5.77109385e+00,6.94130908e+03,-3.61223828e+03
5.77507210e+00,6.93926660e+03,-3.55731055e+03
5.77905083e+00,6.93578076e+03,-3.48806836e+03
5.78302908e+00,6.93102539e+03,-3.40475781e+03
5.78700781e+00,6.92483350e+03,-3.30761133e+03
5.79098606e+00,6.91705762e+03,-3.19737891e+03
5.79496431e+00,6.90812207e+03,-3.07458789e+03
5.79894209e+00,6.89832910e+03,-2.93944922e+03
5.80292034e+00,6.88797266e+03,-2.79207227e+03
5.80689812e+00,6.87718164e+03,-2.63286523e+03
5.81087637e+00,6.86606885e+03,-2.46239063e+03
5.81485415e+00,6.85466113e+03,-2.28217773e+03
5.81883240e+00,6.84291309e+03,-2.09324023e+03
5.82281017e+00,6.83121191e+03,-1.89615430e+03
5.82678843e+00,6.81967285e+03,-1.69149414e+03
5.83076668e+00,6.80840967e+03,-1.47995117e+03
5.83474445e+00,6.79793359e+03,-1.26224219e+03
5.83872271e+00,6.78849316e+03,-1.03912109e+03
5.84270048e+00,6.78028369e+03,-8.11683594e+02
5.84667873e+00,6.77307471e+03,-5.80873047e+02
5.85065699e+00,6.76669775e+03,-3.48031250e+02
5.85463524e+00,6.76149023e+03,-1.14439453e+02
5.85861397e+00,6.75779395e+03,1.19195313e+02
5.86259270e+00,6.75579102e+03,3.52095703e+02
5.86657143e+00,6.75553125e+03,5.83394531e+02
5.87055063e+00,6.75673438e+03,8.12359375e+02
5.87452984e+00,6.75960449e+03,1.03825391e+03
5.87850857e+00,6.76408643e+03,1.25980273e+03
5.88248825e+00,6.76995508e+03,1.47575586e+03
5.88646793e+00,6.77701270e+03,1.68509570e+03
5.89044714e+00,6.78526367e+03,1.88733203e+03
5.89442730e+00,6.79492383e+03,2.08185352e+03
5.89840698e+00,6.80607617e+03,2.26802344e+03
5.90238714e+00,6.81828613e+03,2.44492383e+03
5.90636683e+00,6.83065137e+03,2.61122852e+03
5.91034651e+00,6.84219727e+03,2.76614844e+03
5.91432667e+00,6.85301074e+03,2.90887500e+03
5.91830635e+00,6.86389746e+03,3.03935742e+03
5.92228603e+00,6.87539746e+03,3.15734961e+03
5.92626619e+00,6.88741211e+03,3.26234375e+03
5.93024588e+00,6.89894531e+03,3.35353125e+03
5.93422604e+00,6.90928809e+03,3.42984375e+03
5.93820572e+00,6.91840039e+03,3.49110742e+03
5.94218540e+00,6.92658984e+03,3.53749219e+03
5.94616556e+00,6.93389648e+03,3.56922461e+03
5.95014524e+00,6.93991064e+03,3.58632813e+03
5.95412493e+00,6.94405518e+03,3.58897070e+03
5.95810461e+00,6.94608301e+03,3.57725586e+03
5.96208382e+00,6.94628516e+03,3.55112891e+03
5.96606350e+00,6.94486426e+03,3.51015820e+03
5.97004223e+00,6.94212891e+03,3.45407422e+03
5.97402096e+00,6.93810205e+03,3.38287500e+03
5.97800016e+00,6.93276465e+03,3.29736914e+03
5.98197889e+00,6.92633447e+03,3.19855859e+03
5.98595762e+00,6.91887842e+03,3.08682813e+03
5.98993587e+00,6.91038623e+03,2.96256250e+03
5.99391460e+00,6.90064063e+03,2.82592383e+03
5.99789286e+00,6.88976270e+03,2.67713867e+03
6.00187111e+00,6.87833350e+03,2.51660938e+03
6.00584984e+00,6.86692188e+03,2.34493359e+03
6.00982761e+00,6.85560645e+03,2.16325391e+03
6.01380587e+00,6.84410254e+03,1.97287500e+03
6.01778364e+00,6.83237158e+03,1.77489648e+03
6.02176189e+00,6.82052637e+03,1.56980859e+03
6.02574015e+00,6.80869092e+03,1.35841211e+03
6.02971792e+00,6.79760938e+03,1.14129297e+03
6.03369617e+00,6.78768896e+03,9.18974609e+02
6.03767395e+00,6.77886816e+03,6.92238281e+02
6.04165220e+00,6.77092969e+03,4.61949219e+02
6.04563046e+00,6.76428174e+03,2.29490234e+02
6.04960871e+00,6.75924707e+03,-3.86914063e+00
6.05358744e+00,6.75574902e+03,-2.37160156e+02
6.05756569e+00,6.75360547e+03,-4.69710938e+02
6.06154442e+00,6.75293604e+03,-7.00650391e+02
6.06552315e+00,6.75376904e+03,-9.29484375e+02
6.06950235e+00,6.75626318e+03,-1.15532813e+03
6.07348108e+00,6.76056934e+03,-1.37680664e+03
6.07746029e+00,6.76657910e+03,-1.59244727e+03
