[Name]
User Points

[Data]
"Time [s]","Monitor Point: Fxx [N]","Monitor Point: Fyy [N]"
3.87176132e+01,6.82981494e+03,1.75032227e+03
3.87215919e+01,6.81795068e+03,1.54472070e+03
3.87255707e+01,6.80619727e+03,1.33292578e+03
3.87295494e+01,6.79530078e+03,1.11546875e+03
3.87335281e+01,6.78556055e+03,8.92878906e+02
3.87375069e+01,6.77685645e+03,6.66035156e+02
3.87414856e+01,6.76903906e+03,4.35691406e+02
3.87454605e+01,6.76257422e+03,2.03335938e+02
3.87494392e+01,6.75774805e+03,-2.97929688e+01
3.87534180e+01,6.75442578e+03,-2.62736328e+02
3.87573967e+01,6.75243750e+03,-4.94917969e+02
3.87613754e+01,6.75191699e+03,-7.25371094e+02
3.87653542e+01,6.75291211e+03,-9.53650391e+02
3.87693367e+01,6.75558496e+03,-1.17881250e+03
3.87733154e+01,6.76009961e+03,-1.39948633e+03
3.87772942e+01,6.76631152e+03,-1.61419336e+03
3.87812729e+01,6.77409863e+03,-1.82188867e+03
3.87852516e+01,6.78308984e+03,-2.02202539e+03
3.87892303e+01,6.79316748e+03,-2.21394141e+03
3.87932091e+01,6.80414160e+03,-2.39706445e+03
3.87971916e+01,6.81554004e+03,-2.57073438e+03
3.88011703e+01,6.82708594e+03,-2.73395898e+03
3.88051491e+01,6.83862988e+03,-2.88591602e+03
3.88091278e+01,6.85031641e+03,-3.02611328e+03
3.88131104e+01,6.86223828e+03,-3.15402344e+03
3.88170891e+01,6.87441406e+03,-3.26911523e+03
3.88210678e+01,6.88645605e+03,-3.37079688e+03
3.88250465e+01,6.89767285e+03,-3.45862305e+03
3.88290253e+01,6.90734082e+03,-3.53221680e+03
3.88330078e+01,6.91541455e+03,-3.59143945e+03
3.88369865e+01,6.92230176e+03,-3.63618555e+03
3.88409653e+01,6.92837207e+03,-3.66594141e+03
3.88449440e+01,6.93365527e+03,-3.68078320e+03
3.88489227e+01,6.93737988e+03,-3.68089063e+03
3.88529015e+01,6.93941504e+03,-3.66630664e+03
3.88568840e+01,6.93987793e+03,-3.63691016e+03
3.88608627e+01,6.93893994e+03,-3.59275781e+03
3.88648415e+01,6.93654736e+03,-3.53397266e+03
3.88688202e+01,6.93271484e+03,-3.46097070e+03
3.88727989e+01,6.92760791e+03,-3.37388477e+03
3.88767776e+01,6.92090820e+03,-3.27323438e+03
3.88807526e+01,6.91280518e+03,-3.15975391e+03
3.88847313e+01,6.90363232e+03,-3.03380273e+03
3.88887100e+01,6.89374023e+03,-2.89550781e+03
3.88926888e+01,6.88330957e+03,-2.74511719e+03
3.88966675e+01,6.87246240e+03,-2.58293555e+03
3.89006462e+01,6.86139453e+03,-2.40987891e+03
3.89046249e+01,6.84989453e+03,-2.22743750e+03
3.89085999e+01,6.83812646e+03,-2.03650391e+03
3.89125786e+01,6.82645215e+03,-1.83756445e+03
3.89165573e+01,6.81498926e+03,-1.63128906e+03
3.89205360e+01,6.80392578e+03,-1.41829492e+03
3.89245148e+01,6.79376904e+03,-1.19931836e+03
3.89284935e+01,6.78477930e+03,-9.75228516e+02
3.89324722e+01,6.77688086e+03,-7.47054688e+02
3.89364510e+01,6.76989746e+03,-5.15916016e+02
3.89404259e+01,6.76379736e+03,-2.83048828e+02
3.89444046e+01,6.75897803e+03,-4.97382813e+01
3.89483833e+01,6.75574902e+03,1.83404297e+02
3.89523621e+01,6.75428320e+03,4.15589844e+02
3.89563446e+01,6.75450635e+03,6.45958984e+02
3.89603233e+01,6.75620215e+03,8.73855469e+02
3.89643021e+01,6.75945703e+03,1.09844922e+03
3.89682808e+01,6.76424023e+03,1.31827539e+03
3.89722595e+01,6.77042334e+03,1.53215234e+03
3.89762421e+01,6.77777881e+03,1.73920898e+03
3.89802208e+01,6.78638770e+03,1.93914648e+03
3.89841995e+01,6.79649658e+03,2.13116992e+03
3.89881783e+01,6.80804688e+03,2.31460938e+03
3.89921608e+01,6.82029199e+03,2.48845703e+03
3.89961395e+01,6.83250293e+03,2.65147852e+03
3.90001221e+01,6.84377686e+03,2.80284570e+03
3.90041008e+01,6.85448389e+03,2.94208594e+03
3.90080795e+01,6.86550537e+03,3.06896484e+03
3.90120621e+01,6.87718457e+03,3.18334570e+03
3.90160408e+01,6.88915820e+03,3.28447656e+03
3.90200195e+01,6.90039258e+03,3.37148438e+03
3.90240021e+01,6.91035547e+03,3.44352344e+03
3.90279808e+01,6.91920605e+03,3.50058008e+03
3.90319633e+01,6.92711230e+03,3.54287109e+03
3.90359421e+01,6.93412793e+03,3.57053125e+03
3.90399208e+01,6.93963477e+03,3.58356055e+03
3.90439034e+01,6.94318945e+03,3.58222461e+03
3.90478821e+01,6.94468750e+03,3.56658398e+03
3.90518608e+01,6.94441162e+03,3.53638477e+03
3.90558395e+01,6.94266504e+03,3.49132422e+03
3.90598183e+01,6.93960938e+03,3.43106641e+03
3.90637970e+01,6.93522656e+03,3.35598242e+03
3.90677757e+01,6.92952783e+03,3.26676172e+03
3.90717545e+01,6.92282129e+03,3.16443555e+03
3.90757332e+01,6.91512402e+03,3.04933008e+03
3.90797119e+01,6.90634375e+03,2.92184570e+03
3.90836906e+01,6.89627148e+03,2.78203906e+03
3.90876694e+01,6.88521387e+03,2.63010938e+03
3.90916481e+01,6.87377051e+03,2.46660938e+03
3.90956268e+01,6.86246191e+03,2.29226172e+03
3.90996056e+01,6.85115234e+03,2.10829883e+03
3.91035843e+01,6.83958594e+03,1.91596484e+03
3.91075630e+01,6.82781348e+03,1.71614453e+03
3.91115417e+01,6.81594141e+03,1.50944336e+03
3.91155205e+01,6.80428711e+03,1.29668945e+03
3.91194954e+01,6.79357080e+03,1.07835742e+03
3.91234741e+01,6.78404248e+03,8.55000000e+02
3.91274529e+01,6.77550000e+03,6.27435547e+02
3.91314316e+01,6.76786035e+03,3.96650391e+02
3.91354103e+01,6.76166016e+03,1.64062500e+02
3.91393890e+01,6.75712500e+03,-6.90527344e+01
3.91433678e+01,6.75402588e+03,-3.01892578e+02
3.91473465e+01,6.75228125e+03,-5.33857422e+02
3.91513252e+01,6.75195996e+03,-7.64017578e+02
3.91553040e+01,6.75322266e+03,-9.91843750e+02
3.91592827e+01,6.75619824e+03,-1.21634180e+03
3.91632614e+01,6.76099707e+03,-1.43611719e+03
3.91672401e+01,6.76752246e+03,-1.64972461e+03
3.91712227e+01,6.77555420e+03,-1.85616016e+03
3.91752014e+01,6.78471191e+03,-2.05498438e+03
3.91791801e+01,6.79497314e+03,-2.24544922e+03
3.91831589e+01,6.80605371e+03,-2.42702930e+03
3.91871376e+01,6.81750293e+03,-2.59899219e+03
3.91911163e+01,6.82902979e+03,-2.76036328e+03
3.91950989e+01,6.84057959e+03,-2.91034961e+03
3.91990776e+01,6.85230176e+03,-3.04855273e+03
3.92030563e+01,6.86430859e+03,-3.17435352e+03
3.92070351e+01,6.87646191e+03,-3.28721094e+03
3.92110176e+01,6.88841211e+03,-3.38659961e+03
3.92149963e+01,6.89941650e+03,-3.47207617e+03
3.92189751e+01,6.90879785e+03,-3.54325781e+03
3.92229538e+01,6.91664648e+03,-3.60002539e+03
3.92269363e+01,6.92337744e+03,-3.64225977e+03
3.92309151e+01,6.92933984e+03,-3.66950000e+03
3.92348938e+01,6.93439160e+03,-3.68185547e+03
3.92388725e+01,6.93783789e+03,-3.67949414e+03
3.92428513e+01,6.93963867e+03,-3.66242383e+03
3.92468300e+01,6.93984180e+03,-3.63050977e+03
3.92508087e+01,6.93866064e+03,-3.58387695e+03
3.92547874e+01,6.93600488e+03,-3.52269922e+03
3.92587662e+01,6.93191504e+03,-3.44728320e+03
3.92627449e+01,6.92658105e+03,-3.35786719e+03
3.92667236e+01,6.91964648e+03,-3.25497852e+03
3.92707024e+01,6.91134863e+03,-3.13935938e+03
3.92746811e+01,6.90203711e+03,-3.01134375e+03
3.92786598e+01,6.89204980e+03,-2.87100391e+03
3.92826385e+01,6.88154199e+03,-2.71861328e+03
3.92866173e+01,6.87061279e+03,-2.55449023e+03
3.92905960e+01,6.85947363e+03,-2.37978125e+03
3.92945709e+01,6.84791406e+03,-2.19584180e+03
3.92985497e+01,6.83616260e+03,-2.00350781e+03
3.93025284e+01,6.82452051e+03,-1.80322852e+03
3.93065071e+01,6.81308984e+03,-1.59572461e+03
3.93104858e+01,6.80215039e+03,-1.38171289e+03
3.93144646e+01,6.79213086e+03,-1.16181641e+03
3.93184433e+01,6.78334961e+03,-9.36951172e+02
3.93224220e+01,6.77563379e+03,-7.08181641e+02
3.93264008e+01,6.76880762e+03,-4.76648438e+02
3.93303795e+01,6.76289941e+03,-2.43644531e+02
3.93343582e+01,6.75835254e+03,-1.02617188e+01
3.93383369e+01,6.75540283e+03,2.22765625e+02
3.93423157e+01,6.75418457e+03,4.54726563e+02
3.93462944e+01,6.75463281e+03,6.84712891e+02
3.93502731e+01,6.75662305e+03,9.12089844e+02
3.93542519e+01,6.76017285e+03,1.13598047e+03
3.93582306e+01,6.76519482e+03,1.35490234e+03
3.93622093e+01,6.77159668e+03,1.56766992e+03
3.93661919e+01,6.77913428e+03,1.77350586e+03
3.93701706e+01,6.78797949e+03,1.97210938e+03
3.93741493e+01,6.79834863e+03,2.16280273e+03
3.93781319e+01,6.81008496e+03,2.34475195e+03
3.93821106e+01,6.82239063e+03,2.51685156e+03
3.93860893e+01,6.83450342e+03,2.67794922e+03
3.93900719e+01,6.84567822e+03,2.82729297e+03
3.93940506e+01,6.85637939e+03,2.96446289e+03
3.93980293e+01,6.86748535e+03,3.08921094e+03
3.94020119e+01,6.87922559e+03,3.20142578e+03
3.94059906e+01,6.89112988e+03,3.30025195e+03
3.94099693e+01,6.90217871e+03,3.38480273e+03
3.94139519e+01,6.91195508e+03,3.45429883e+03
3.94179306e+01,6.92064795e+03,3.50885156e+03
3.94219093e+01,6.92838086e+03,3.54865820e+03
3.94258919e+01,6.93518701e+03,3.57381641e+03
3.94298706e+01,6.94036426e+03,3.58436523e+03
3.94338493e+01,6.94351660e+03,3.58064063e+03
3.94378319e+01,6.94473291e+03,3.56260938e+03
3.94418106e+01,6.94422168e+03,3.52997266e+03
3.94457893e+01,6.94226221e+03,3.48232617e+03
3.94497681e+01,6.93899121e+03,3.41952734e+03
3.94537468e+01,6.93437793e+03,3.34196289e+03
3.94577255e+01,6.92850342e+03,3.25051367e+03
3.94617043e+01,6.92163477e+03,3.14600000e+03
3.94656830e+01,6.91375439e+03,3.02877344e+03
3.94696617e+01,6.90475098e+03,2.89917578e+03
3.94736404e+01,6.89447461e+03,2.75733008e+03
3.94776192e+01,6.88334082e+03,2.60342578e+03
3.94815979e+01,6.87184375e+03,2.43804102e+03
3.94855766e+01,6.86053516e+03,2.26201172e+03
3.94895554e+01,6.84918115e+03,2.07653711e+03
3.94935341e+01,6.83759473e+03,1.88285547e+03
3.94975090e+01,6.82584082e+03,1.68178711e+03
3.95014877e+01,6.81398682e+03,1.47396484e+03
3.95054665e+01,6.80243506e+03,1.26024219e+03
3.95094452e+01,6.79189941e+03,1.04105273e+03
3.95134239e+01,6.78251953e+03,8.16960938e+02
3.95174026e+01,6.77414258e+03,5.88748047e+02
3.95213814e+01,6.76674023e+03,3.57595703e+02
3.95253601e+01,6.76083008e+03,1.24810547e+02
3.95293388e+01,6.75654004e+03,-1.08351563e+02
3.95333176e+01,6.75363281e+03,-3.41111328e+02
3.95372963e+01,6.75214258e+03,-5.72835938e+02
3.95412750e+01,6.75206934e+03,-8.02652344e+02
3.95452538e+01,6.75357227e+03,-1.02993359e+03
3.95492325e+01,6.75687109e+03,-1.25374219e+03
3.95532112e+01,6.76196436e+03,-1.47253320e+03
3.95571899e+01,6.76878711e+03,-1.68502148e+03
3.95611687e+01,6.77703613e+03,-1.89025781e+03
3.95651474e+01,6.78639160e+03,-2.08769141e+03
3.95691299e+01,6.79680225e+03,-2.27671289e+03
3.95731087e+01,6.80797314e+03,-2.45676172e+03
3.95770874e+01,6.81944629e+03,-2.62701563e+03
3.95810661e+01,6.83097119e+03,-2.78648438e+03
3.95850487e+01,6.84255713e+03,-2.93454297e+03
3.95890274e+01,6.85432324e+03,-3.07067578e+03
3.95930061e+01,6.86637109e+03,-3.19436133e+03
3.95969849e+01,6.87849902e+03,-3.30497070e+03
3.96009636e+01,6.89034863e+03,-3.40204883e+03
3.96049461e+01,6.90111035e+03,-3.48515039e+03
3.96089249e+01,6.91022363e+03,-3.55385156e+03
3.96129036e+01,6.91786621e+03,-3.60822461e+03
3.96168823e+01,6.92443945e+03,-3.64789648e+03
3.96208611e+01,6.93030371e+03,-3.67266406e+03
3.96248436e+01,6.93513281e+03,-3.68252734e+03
3.96288223e+01,6.93829541e+03,-3.67768750e+03
3.96328011e+01,6.93979785e+03,-3.65816211e+03
3.96367798e+01,6.93972559e+03,-3.62374219e+03
3.96407585e+01,6.93830762e+03,-3.57460938e+03
3.96447372e+01,6.93540381e+03,-3.51101953e+03
3.96487160e+01,6.93113135e+03,-3.43328516e+03
3.96526947e+01,6.92557031e+03,-3.34154883e+03
3.96566734e+01,6.91839795e+03,-3.23644922e+03
3.96606522e+01,6.90990137e+03,-3.11871094e+03
3.96646309e+01,6.90040527e+03,-2.98857813e+03
3.96686058e+01,6.89029980e+03,-2.84620117e+03
3.96725845e+01,6.87970703e+03,-2.69176953e+03
3.96765633e+01,6.86872998e+03,-2.52579102e+03
3.96805420e+01,6.85751514e+03,-2.34943945e+03
3.96845207e+01,6.84593262e+03,-2.16404492e+03
3.96884995e+01,6.83421094e+03,-1.97033984e+03
3.96924782e+01,6.82260938e+03,-1.76879688e+03
3.96964569e+01,6.81123047e+03,-1.56014063e+03
3.97004356e+01,6.80042871e+03,-1.34510938e+03
3.97044106e+01,6.79056250e+03,-1.12428711e+03
3.97083893e+01,6.78195508e+03,-8.98667969e+02
3.97123680e+01,6.77439648e+03,-6.69396484e+02
3.97163467e+01,6.76769434e+03,-4.37480469e+02
3.97203255e+01,6.76201807e+03,-2.04369141e+02
3.97243042e+01,6.75775000e+03,2.90546875e+01
3.97282829e+01,6.75511426e+03,2.61912109e+02
3.97322617e+01,6.75420508e+03,4.93562500e+02
3.97362404e+01,6.75485840e+03,7.23169922e+02
3.97402191e+01,6.75711426e+03,9.50031250e+02
3.97442017e+01,6.76091992e+03,1.17317969e+03
3.97481804e+01,6.76618848e+03,1.39119922e+03
3.97521591e+01,6.77280078e+03,1.60286719e+03
3.97561378e+01,6.78055273e+03,1.80753906e+03
3.97601204e+01,6.78964160e+03,2.00488477e+03
3.97640991e+01,6.80026172e+03,2.19410938e+03
3.97680779e+01,6.81216309e+03,2.37446484e+03
3.97720604e+01,6.82450586e+03,2.54476367e+03
3.97760391e+01,6.83645850e+03,2.70391602e+03
3.97800179e+01,6.84750244e+03,2.85121094e+03
3.97840004e+01,6.85824902e+03,2.98634961e+03
3.97879791e+01,6.86944531e+03,3.10902539e+03
3.97919579e+01,6.88123730e+03,3.21906250e+03
3.97959404e+01,6.89303857e+03,3.31556445e+03
3.97999191e+01,6.90390869e+03,3.39758398e+03
3.98038979e+01,6.91346826e+03,3.46455078e+03
3.98078804e+01,6.92203955e+03,3.51657813e+03
3.98118591e+01,6.92966309e+03,3.55391992e+03
3.98158379e+01,6.93624902e+03,3.57665430e+03
3.98198204e+01,6.94110986e+03,3.58476758e+03
3.98237991e+01,6.94387012e+03,3.57862109e+03
3.98277779e+01,6.94478516e+03,3.55818359e+03
3.98317566e+01,6.94400537e+03,3.52303516e+03
3.98357391e+01,6.94181592e+03,3.47283203e+03
3.98397179e+01,6.93828613e+03,3.40752344e+03
3.98436966e+01,6.93344873e+03,3.32751172e+03
3.98476753e+01,6.92743262e+03,3.23387695e+03
3.98516541e+01,6.92041895e+03,3.12716406e+03
3.98556328e+01,6.91235254e+03,3.00780859e+03
3.98596115e+01,6.90313184e+03,2.87614844e+03
3.98635902e+01,6.89267480e+03,2.73224609e+03
3.98675690e+01,6.88144238e+03,2.57640820e+03
3.98715439e+01,6.86996875e+03,2.40915234e+03
3.98755226e+01,6.85863574e+03,2.23141211e+03
3.98795013e+01,6.84725439e+03,2.04445313e+03
3.98834801e+01,6.83562256e+03,1.84949609e+03
3.98874588e+01,6.82386182e+03,1.64726172e+03
3.98914375e+01,6.81199854e+03,1.43841406e+03
3.98954163e+01,6.80056738e+03,1.22373047e+03
3.98993950e+01,6.79023535e+03,1.00365430e+03
3.99033737e+01,6.78103516e+03,7.78783203e+02
3.99073524e+01,6.77279688e+03,5.49992188e+02
3.99113274e+01,6.76563965e+03,3.18460938e+02
3.99153061e+01,6.75997852e+03,8.55527344e+01
3.99192848e+01,6.75594189e+03,-1.47576172e+02
3.99232635e+01,6.75324512e+03,-3.80279297e+02
3.99272423e+01,6.75199268e+03,-6.11623047e+02
3.99312210e+01,6.75220313e+03,-8.41085938e+02
3.99351997e+01,6.75402637e+03,-1.06791797e+03
3.99391785e+01,6.75764746e+03,-1.29101563e+03
3.99431610e+01,6.76301367e+03,-1.50880859e+03
3.99471397e+01,6.77008594e+03,-1.72010938e+03
3.99511185e+01,6.77853320e+03,-1.92405859e+03
3.99550972e+01,6.78807324e+03,-2.12013281e+03
3.99590759e+01,6.79864551e+03,-2.30772266e+03
3.99630547e+01,6.80988330e+03,-2.48616016e+03
3.99670372e+01,6.82137207e+03,-2.65464258e+03
3.99710159e+01,6.83287695e+03,-2.81227148e+03
3.99749947e+01,6.84448730e+03,-2.95830664e+03
3.99789734e+01,6.85629590e+03,-3.09234961e+03
3.99829559e+01,6.86840088e+03,-3.21388867e+03
3.99869347e+01,6.88052246e+03,-3.32229297e+03
3.99909134e+01,6.89226660e+03,-3.41708984e+03
3.99948921e+01,6.90278271e+03,-3.49774219e+03
3.99988708e+01,6.91159033e+03,-3.56405078e+03
4.00028534e+01,6.91902344e+03,-3.61593945e+03
4.00068321e+01,6.92543506e+03,-3.65307422e+03
4.00108109e+01,6.93119434e+03,-3.67533789e+03
4.00147896e+01,6.93576953e+03,-3.68268555e+03
4.00187683e+01,6.93867871e+03,-3.67547852e+03
4.00227470e+01,6.93992773e+03,-3.65343359e+03
4.00267296e+01,6.93961719e+03,-3.61651367e+03
4.00307083e+01,6.93792773e+03,-3.56492773e+03
4.00346870e+01,6.93475195e+03,-3.49891211e+03
4.00386658e+01,6.93027344e+03,-3.41880664e+03
4.00426445e+01,6.92445996e+03,-3.32480469e+03
4.00466194e+01,6.91703320e+03,-3.21753711e+03
4.00505981e+01,6.90836035e+03,-3.09769141e+03
4.00545769e+01,6.89876904e+03,-2.96546289e+03
4.00585556e+01,6.88853906e+03,-2.82104102e+03
4.00625343e+01,6.87785742e+03,-2.66457031e+03
4.00665131e+01,6.86684326e+03,-2.49676367e+03
4.00704918e+01,6.85558203e+03,-2.31881250e+03
4.00744705e+01,6.84396973e+03,-2.13199805e+03
4.00784454e+01,6.83224902e+03,-1.93699609e+03
4.00824242e+01,6.82068848e+03,-1.73420898e+03
4.00864029e+01,6.80936377e+03,-1.52441406e+03
4.00903816e+01,6.79870996e+03,-1.30834961e+03
4.00943604e+01,6.78902051e+03,-1.08665234e+03
4.00983391e+01,6.78057764e+03,-8.60345703e+02
4.01023178e+01,6.77318457e+03,-6.30519531e+02
4.01062965e+01,6.76661719e+03,-3.98335938e+02
4.01102753e+01,6.76119238e+03,-1.65191406e+02
4.01142540e+01,6.75719092e+03,6.81660156e+01
4.01182327e+01,6.75484277e+03,3.00964844e+02
4.01222115e+01,6.75419531e+03,5.32332031e+02
4.01261902e+01,6.75506885e+03,7.61529297e+02
4.01301689e+01,6.75759473e+03,9.87835938e+02
4.01341476e+01,6.76170654e+03,1.21020898e+03
4.01381264e+01,6.76723145e+03,1.42719727e+03
4.01421089e+01,6.77404102e+03,1.63775586e+03
4.01460876e+01,6.78201758e+03,1.84123242e+03
4.01500664e+01,6.79134375e+03,2.03727344e+03
4.01540451e+01,6.80219922e+03,2.22508398e+03
4.01580276e+01,6.81421777e+03,2.40388477e+03
4.01620064e+01,6.82657031e+03,2.57233789e+03
4.01659889e+01,6.83832910e+03,2.72956445e+03
4.01699677e+01,6.84925098e+03,2.87481445e+03
4.01739464e+01,6.86003418e+03,3.00782422e+03
4.01779289e+01,6.87135742e+03,3.12841211e+03
4.01819077e+01,6.88327686e+03,3.23623828e+03
4.01858864e+01,6.89500000e+03,3.33035547e+03
4.01898689e+01,6.90562012e+03,3.40986523e+03
4.01938477e+01,6.91496484e+03,3.47431836e+03
4.01978264e+01,6.92334619e+03,3.52388086e+03
4.02018089e+01,6.93081055e+03,3.55874609e+03
4.02057877e+01,6.93715967e+03,3.57900195e+03
4.02097664e+01,6.94170508e+03,3.58476172e+03
4.02137489e+01,6.94414648e+03,3.57619727e+03
4.02177277e+01,6.94475879e+03,3.55328516e+03
4.02217064e+01,6.94372168e+03,3.51561914e+03
4.02256851e+01,6.94127930e+03,3.46285352e+03
4.02296638e+01,6.93754150e+03,3.39506250e+03
4.02336426e+01,6.93247559e+03,3.31270508e+03
4.02376213e+01,6.92630322e+03,3.21684570e+03
4.02416000e+01,6.91912012e+03,3.10799023e+03
4.02455788e+01,6.91087451e+03,2.98654883e+03
4.02495575e+01,6.90144238e+03,2.85275391e+03
4.02535362e+01,6.89081494e+03,2.70683398e+03
4.02575150e+01,6.87950098e+03,2.54906055e+03
4.02614937e+01,6.86804883e+03,2.37992383e+03
4.02654724e+01,6.85673828e+03,2.20054297e+03
4.02694511e+01,6.84533301e+03,2.01216016e+03
4.02734299e+01,6.83368750e+03,1.81600195e+03
4.02774086e+01,6.82187500e+03,1.61265430e+03
4.02813835e+01,6.81002832e+03,1.40275000e+03
4.02853622e+01,6.79874121e+03,1.18713086e+03
4.02893410e+01,6.78858496e+03,9.66125000e+02
4.02933197e+01,6.77956885e+03,7.40558594e+02
4.02972984e+01,6.77149756e+03,5.11230469e+02
4.03012772e+01,6.76455322e+03,2.79384766e+02
4.03052559e+01,6.75918848e+03,4.63886719e+01
4.03092346e+01,6.75540088e+03,-1.86728516e+02
4.03132133e+01,6.75294238e+03,-4.19250000e+02
4.03171921e+01,6.75195898e+03,-6.50337891e+02
4.03211708e+01,6.75239941e+03,-8.79396484e+02
4.03251495e+01,6.75449902e+03,-1.10572070e+03
4.03291283e+01,6.75843506e+03,-1.32800977e+03
4.03331070e+01,6.76408008e+03,-1.54478125e+03
4.03370857e+01,6.77137842e+03,-1.75486719e+03
4.03410645e+01,6.78001172e+03,-1.95754297e+03
4.03450470e+01,6.78975000e+03,-2.15224609e+03
4.03490257e+01,6.80048633e+03,-2.33835742e+03
4.03530045e+01,6.81180664e+03,-2.51522266e+03
4.03569832e+01,6.82333154e+03,-2.68195898e+03
4.03609619e+01,6.83483789e+03,-2.83763672e+03
4.03649445e+01,6.84644824e+03,-2.98166602e+03
4.03689232e+01,6.85827539e+03,-3.11363867e+03
4.03729019e+01,6.87044092e+03,-3.23302344e+03
4.03768806e+01,6.88255469e+03,-3.33917773e+03
4.03808594e+01,6.89415625e+03,-3.43163086e+03
4.03848419e+01,6.90436426e+03,-3.50987500e+03
4.03888206e+01,6.91291650e+03,-3.57376953e+03
4.03927994e+01,6.92015820e+03,-3.62326563e+03
4.03967781e+01,6.92645313e+03,-3.65794727e+03
4.04007568e+01,6.93206982e+03,-3.67767383e+03
4.04047394e+01,6.93639648e+03,-3.68256445e+03
4.04087181e+01,6.93900635e+03,-3.67286523e+03
4.04126968e+01,6.93997900e+03,-3.64828125e+03
4.04166756e+01,6.93944043e+03,-3.60890820e+03
4.04206543e+01,6.93749561e+03,-3.55483203e+03
4.04246330e+01,6.93410254e+03,-3.48644531e+03
4.04286118e+01,6.92941211e+03,-3.40402734e+03
4.04325905e+01,6.92330957e+03,-3.30773828e+03
4.04365692e+01,6.91563574e+03,-3.19834570e+03
4.04405479e+01,6.90680469e+03,-3.07640625e+03
4.04445229e+01,6.89709375e+03,-2.94207617e+03
4.04485016e+01,6.88679102e+03,-2.79560742e+03
4.04524803e+01,6.87605225e+03,-2.63722266e+03
4.04564590e+01,6.86501074e+03,-2.46757813e+03
4.04604378e+01,6.85366357e+03,-2.28810156e+03
4.04644165e+01,6.84199414e+03,-2.09991406e+03
4.04683952e+01,6.83030273e+03,-1.90354492e+03
4.04723740e+01,6.81875684e+03,-1.69950977e+03
4.04763489e+01,6.80749512e+03,-1.48860352e+03
4.04803276e+01,6.79700000e+03,-1.27151563e+03
4.04843063e+01,6.78754590e+03,-1.04900781e+03
4.04882851e+01,6.77929590e+03,-8.22048828e+02
4.04922638e+01,6.77207910e+03,-5.91779297e+02
4.04962425e+01,6.76566113e+03,-3.59351563e+02
4.05002213e+01,6.76041699e+03,-1.26089844e+02
4.05042000e+01,6.75666016e+03,1.07238281e+02
4.05081787e+01,6.75459180e+03,3.39873047e+02
4.05121574e+01,6.75426270e+03,5.70919922e+02
4.05161362e+01,6.75540234e+03,7.99679688e+02
4.05201149e+01,6.75817041e+03,1.02544727e+03
4.05240936e+01,6.76251563e+03,1.24699023e+03
4.05280724e+01,6.76828613e+03,1.46294141e+03
4.05320549e+01,6.77527490e+03,1.67234570e+03
4.05360336e+01,6.78347998e+03,1.87464258e+03
4.05400124e+01,6.79306348e+03,2.06932422e+03
4.05439949e+01,6.80414746e+03,2.25569336e+03
4.05479736e+01,6.81628809e+03,2.43285547e+03
4.05519524e+01,6.82862793e+03,2.59949414e+03
4.05559349e+01,6.84019531e+03,2.75475586e+03
4.05599136e+01,6.85099756e+03,2.89790234e+03
4.05638924e+01,6.86184375e+03,3.02887891e+03
4.05678749e+01,6.87329980e+03,3.14736914e+03
4.05718536e+01,6.88528223e+03,3.25297070e+03
4.05758324e+01,6.89685156e+03,3.34473633e+03
4.05798149e+01,6.90724707e+03,3.42169922e+03
4.05837936e+01,6.91639844e+03,3.48359570e+03
4.05877724e+01,6.92461426e+03,3.53069531e+03
4.05917549e+01,6.93193652e+03,3.56313672e+03
4.05957336e+01,6.93801123e+03,3.58095703e+03
4.05997124e+01,6.94226270e+03,3.58431641e+03
4.06036911e+01,6.94442383e+03,3.57334180e+03
4.06076736e+01,6.94472852e+03,3.54796289e+03
4.06116524e+01,6.94340234e+03,3.50782422e+03
4.06156311e+01,6.94073535e+03,3.45254297e+03
4.06196098e+01,6.93679297e+03,3.38218945e+03
4.06235886e+01,6.93150684e+03,3.29751953e+03
4.06275673e+01,6.92516113e+03,3.19948828e+03
4.06315460e+01,6.91777100e+03,3.08850781e+03
4.06355247e+01,6.90936670e+03,2.96499609e+03
4.06395035e+01,6.89971387e+03,2.82919336e+03
4.06434822e+01,6.88890479e+03,2.68118750e+03
4.06474609e+01,6.87754346e+03,2.52142383e+03
4.06514397e+01,6.86616748e+03,2.35050977e+03
4.06554184e+01,6.85489648e+03,2.16951953e+03
4.06593971e+01,6.84344043e+03,1.97978711e+03
4.06633759e+01,6.83172852e+03,1.78243164e+03
4.06673508e+01,6.81987744e+03,1.57792188e+03
4.06713295e+01,6.80805762e+03,1.36705273e+03
4.06753082e+01,6.79694189e+03,1.15048828e+03
4.06792870e+01,6.78700000e+03,9.28638672e+02
4.06832657e+01,6.77818018e+03,7.02380859e+02
4.06872444e+01,6.77023145e+03,4.72556641e+02
4.06912231e+01,6.76351172e+03,2.40416016e+02
4.06952019e+01,6.75841504e+03,7.35546875e+00
4.06991806e+01,6.75486230e+03,-2.25697266e+02
4.07031593e+01,6.75266113e+03,-4.58074219e+02
4.07071381e+01,6.75189014e+03,-6.88830078e+02
4.07111168e+01,6.75262793e+03,-9.17496094e+02
4.07150955e+01,6.75505469e+03,-1.14325586e+03
4.07190742e+01,6.75928271e+03,-1.36471484e+03
4.07230530e+01,6.76519043e+03,-1.58042383e+03
4.07270317e+01,6.77274219e+03,-1.78928711e+03
4.07310104e+01,6.78153955e+03,-1.99066406e+03
